items_per_subscale,alpha_target,seed,recovered_slope,recovered_mantel_r,recovered_pearson,recovered_slope_vs_human,recovered_mantel_r_vs_human,n_pairs
5,0.6,8,1.3224886859817324,0.9923284380692816,0.9923284380692816,1.3670219230329181,0.9750655209054448,120
5,0.6,9,1.3117746668374033,0.9915050761733688,0.9915050761733688,1.243451359133817,0.9713885295724222,120
5,0.6,10,1.3857996736203628,0.9921402685208959,0.9921402685208959,1.5393717738221644,0.9593319850069342,120
5,0.6,11,1.3675329899486035,0.9930655903597823,0.9930655903597823,1.371655919909465,0.9665760774793654,120
5,0.6,12,1.3851180897511468,0.9902285426481384,0.9902285426481384,1.300393733476215,0.9673408955407298,120
5,0.6,13,1.3147590556714503,0.9924915030229795,0.9924915030229795,1.3201969471892527,0.9707130143819235,120
5,0.6,14,1.3680014028037517,0.9903319168124614,0.9903319168124614,1.3041105871746757,0.9679163517687608,120
5,0.6,15,1.3257221444498064,0.9912337256631262,0.9912337256631262,1.3678637536094618,0.9607926679493345,120
5,0.6,16,1.3253045149371774,0.9932851672248705,0.9932851672248705,1.3543975684889649,0.9808466653689433,120
5,0.6,17,1.3570133386718815,0.9884273977991784,0.9884273977991784,1.369122950480883,0.9662148879094064,120
5,0.6,18,1.2945650572716636,0.9931797210247748,0.9931797210247748,1.1768661137671874,0.9619194632487228,120
5,0.6,19,1.3666468746271898,0.98978371795407,0.98978371795407,1.3539267057205446,0.9685508781480467,120
5,0.75,0,1.2513904031755931,0.9969157582393807,0.9969157582393807,1.1855076165770762,0.9755760223379889,120
5,0.75,1,1.2464906190209342,0.9965973449861961,0.9965973449861961,1.2713526686442886,0.9770494965995602,120
5,0.75,2,1.2636239756060352,0.9967289109185421,0.9967289109185421,1.3071068174771936,0.9846958683558779,120
5,0.75,3,1.243114360679703,0.9970761567768992,0.9970761567768992,1.2677541328374686,0.9789772976835277,120
5,0.75,4,1.2665845149171966,0.9969673745154516,0.9969673745154516,1.267293336295859,0.9691720892549267,120
